LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
1,0562,1030,12,1,1,2,TP1,BS55,1,1714.10,12
3,0562,1030,12,3,1,2,TP1,BG55,1,2082.60,9
1,0563,0563,12,1,1,2,TP3,BS57,1,1752.60,13
1,0563,1030,12,1,1,1,BA*,BS**,1,1714.10,12
1,0564,0563,12,1,1,2,TP3,BS57,1,1752.60,13
2,0564,1030,12,2,1,1,BA*,BG**,1,1890.40,8
3,0564,0506,12,3,3,2,BAX06,BGX04,2,2130.70,7
3,0565,1030,12,3,1,2,TP1,BG55,1,2082.60,9
1,1030,1030,12,1,1,1,BA*,BS**,1,1714.10,12
1,1060,1060,12,1,1,2,TP1,BS55,1,2018.50,10
3,3995,3995,12,3,1,1,BA*,BG**,1,2178.70,7
1,3997,3997,12,1,1,2,TP1,BS55,1,1602.00,14
2,4059,4059,12,2,1,2,BA*,BG**,1,1938.40,10
3,4099,4099,12,3,1,2,TP1,BG55,1,1954.40,10
3,4099,4099,12,3,1,1,BA*,BG**,1,2034.50,9
1,4101,4101,12,1,1,2,TP1,BS55,1,1794.20,12
1,4103,4103,12,1,1,1,BA*,BS**,1,2018.50,9
2,4135,4135,12,2,1,2,TP1,BG56,1,1842.30,10
2,4136,4136,12,2,1,2,TP1,BG56,1,1842.30,10
3,4136,4136,12,3,1,2,TP1,BG55,1,1778.20,13
1,4137,4137,12,1,1,1,BA*,BS**,1,1730.20,13
3,4137,4137,12,3,1,2,TP1,BG55,1,1794.20,13
3,A310,9054,12,3,1,1,BA*,BG**,1,1890.40,10
2,A320,9054,12,2,1,2,TP1,BG56,1,1746.20,12
1,A321,9054,12,1,1,1,BA*,BS**,1,1666.10,13
3,A321,9054,12,3,1,1,BA*,BG**,1,1890.40,10
3,A321,9054,12,3,1,2,TP1,BG55,1,1890.40,12
1,A330,9054,12,1,1,2,TP1,BS55,1,1570.00,15
1,A330,9054,12,1,1,1,BA*,BS**,1,1666.10,13
3,A330,9054,12,3,1,2,TP1,BG55,1,1890.40,12
2,A350,9054,12,2,1,2,TP1,BG56,1,1746.20,12
1,A351,9054,12,1,1,2,TP1,BS55,1,1570.00,15
2,A352,9054,12,2,1,2,TP1,BG56,1,1746.20,12
3,A352,9054,12,3,1,1,BA*,BG**,1,1890.40,10
3,B321,3997,12,3,1,2,TP1,BG55,1,1970.50,10
1,B330,3997,12,1,1,2,TP1,BS55,1,1602.00,14
2,B330,3997,12,2,1,2,TP1,BG55,1,1682.10,15
1,B352,3997,12,1,1,1,BA*,BS**,1,1634.00,15
1,B360,3997,12,1,1,1,BA*,BS**,1,1634.00,15
1,C310,4154,12,1,1,2,TP1,BS55,2,1826.30,10
2,C321,4154,12,2,1,1,BA*,BG**,2,1906.40,11
1,C350,4154,12,1,1,1,BA*,BS**,2,1842.30,10
2,C350,4154,12,2,1,2,TP1,BG55,2,1858.30,11
1,0502,0509,13,1,1,2,BA*,BS**,1,1954.40,10
2,0502,0565,13,2,1,2,BA*,BG**,1,2451.10,5
2,0504,0565,13,2,1,2,BA*,BG**,1,2451.10,5
2,0506,0507,13,2,1,1,BA*,BG**,1,2451.10,5
1,0508,0509,13,1,3,2,BA705,BS305,2,2066.60,9
1,0509,0507,13,1,1,1,BA*,BS**,1,2082.60,8
1,0561,0507,13,1,1,1,BA*,BS**,1,2082.60,8
2,0561,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0562,0509,13,1,3,2,BA705,BS305,2,2066.60,9
2,0562,0507,13,2,1,1,BA*,BG**,1,2451.10,5
1,0564,0509,13,1,1,2,BA*,BS**,1,1954.40,10
2,0564,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0565,0509,13,1,3,2,BA501,BS304,2,2082.60,10
1,3016,3016,13,1,1,2,BA*,BS**,1,1954.40,12
1,7028,7028,13,1,1,1,BA*,BS**,1,1826.30,14
4,1008,1008,15,4,1,2,TP1,BG91,1,2371.00,9
4,1008,1008,15,4,1,1,BA*,BG**,1,2338.90,8
4,7080,7080,15,4,1,1,BA*,BG**,1,2178.70,6
3,3023,3023,16,3,1,2,BA*,BG**,1,2130.70,7
2,5025,5025,16,2,1,1,BA*,BG**,1,2226.80,5
1,6027,6027,16,1,1,1,BA*,BS**,1,2210.80,7
2,B310,1021,16,2,1,1,BA*,BG**,1,2210.80,6
2,B320,1021,16,2,1,1,BA*,BG**,1,2210.80,6
1,B350,1021,16,1,1,2,TP1,BS92,1,2210.80,6
1,B350,1021,16,1,1,1,BA*,BS**,1,2194.70,7
1,C330,1010,16,1,1,1,BA*,BS**,1,1810.30,10
2,C330,1010,16,2,1,1,BA*,BG**,1,2210.80,5
1,B330,1002,17,1,1,1,BX01,BSX01,1,1874.30,12
1,3003,3003,18,1,1,1,BX01,BSX01,1,2002.50,10
1,5528,5528,18,1,1,1,BX02,BSX02,1,1842.30,15
1,5528,5528,18,1,1,2,TP1,BS55,1,1826.30,13
2,5528,5528,18,2,1,2,TP1,BG55,1,1746.20,10
2,3009,3009,19,2,1,2,BX02,BGX02,1,1954.40,9
1,5042,5042,19,1,1,1,BX01,BSX01,2,2018.50,9
2,B430,3009,19,2,1,1,BX01,BGX01,1,2066.60,7
2,0106,0159,20,2,2,2,BAX15,BGX15,2,1839.10,16
2,0107,0109,20,3,2,1,BAX03,BGX03,3,2052.20,10
2,0107,0159,20,2,2,2,BAX15,BGX15,2,1839.10,16
3,0107,0109,20,4,2,1,BA313,BG302,3,2209.20,6
4,0109,0108,20,3,1,2,B14,BG03,1,2306.90,5
1,0113,0113,5,1,6,2,BA*,BS**,1,1826.30,13
1,0113,0114,5,1,5,2,BA*,BS**,1,1794.20,11
1,0113,0117,5,1,1,2,B5,BS05,1,1858.30,11
2,0114,0113,5,2,6,2,BA*,BG**,1,2210.80,6
2,0114,0114,5,2,5,2,BA*,BG**,1,2178.70,6
1,0117,0117,5,1,1,2,B5,BS05,1,1858.30,11
1,0117,0121,5,1,1,2,B2,BS02,1,1858.30,12
1,0119,0114,5,1,5,1,BA*,BS**,1,1938.40,12
1,0119,0114,5,1,5,2,BA*,BS**,1,1794.20,11
1,0120,0113,5,1,6,2,BA*,BS**,1,1826.30,13
1,0121,0117,5,1,1,2,B5,BS05,1,1858.30,11
1,0122,0114,5,1,5,1,BA*,BS**,1,1938.40,12
1,0122,0117,5,1,7,2,BA*,BS**,1,1842.30,14
1,0123,0118,5,1,1,2,B4,BS04,1,1714.10,14
3,0213,0223,5,3,1,3,B7,BG01,1,,
3,0221,0222,5,3,1,3,B8,BG02,1,,
1,A410,4021,5,1,1,1,BA*,BS**,1,2018.50,10
2,A410,4021,5,2,1,1,BA*,BG**,1,2146.70,7
1,A430,4021,5,1,1,1,BA*,BS**,1,2018.50,10
3,A430,4021,5,3,1,1,BA*,BG**,1,2210.80,6
1,0203,0203,6,1,1,1,B35,BS35,1,1922.40,9
1,0205,0202,6,1,1,2,B11,BS11,1,1826.30,11
1,0205,0204,6,1,1,2,B12,BS12,1,1842.30,10
1,0208,0210,6,1,1,1,B10,BS10,1,1826.30,11
1,0208,0211,6,1,1,1,B7,BS07,1,1906.40,9
1,0210,0211,6,1,1,1,B7,BS07,1,1906.40,9
1,0212,0211,6,1,1,1,B7,BS07,1,1906.40,9
2,0212,0212,6,2,1,1,B15,BG15,1,2178.70,8
1,0501,0566,6,1,1,2,TP4,BS92,1,1890.40,12
2,0501,0502,6,2,1,2,TP1,BG92,1,2002.50,10
2,0501,0505,6,2,1,2,BA3,BG01,1,2050.60,9
2,0501,0507,6,2,1,2,TP2,BG92,1,2018.50,10
1,0502,0501,6,1,1,1,BA2,BS02,1,1986.50,10
1,0502,0504,6,1,3,2,BA040*,BS040*,3,1986.50,10
1,0502,0509,6,1,1,2,BA5,BS01,1,1954.40,11
2,0502,0501,6,2,1,1,BA2,BG02,1,2034.50,9
2,0502,0564,6,2,1,2,BA9,BG01,1,2146.70,7
1,0503,0501,6,1,1,1,BA2,BS02,1,1986.50,10
2,0503,0502,6,2,1,2,TP1,BG92,1,2002.50,10
2,0503,0508,6,2,3,1,BA08**,BG08**,3,2082.60,8
1,0504,0502,6,1,1,2,TP1,BS93,1,1922.40,10
1,0504,0504,6,1,3,2,BA040*,BS040*,3,1986.50,10
2,0504,0505,6,2,1,2,BA3,BG01,1,2050.60,9
2,0504,0508,6,2,3,1,BA08**,BG08**,3,2082.60,8
2,0504,0509,6,2,1,2,BA6,BG02,1,2002.50,9
2,0504,0564,6,2,1,2,BA9,BG01,1,2146.70,7
1,0505,0509,6,1,1,2,BA6,BS02,1,1954.40,10
2,0505,0501,6,2,1,1,BA2,BG02,1,2034.50,9
2,0505,0505,6,2,1,2,BA3,BG01,1,2050.60,9
2,0505,0564,6,2,1,2,BA9,BG01,1,2146.70,7
1,0506,0504,6,1,3,2,BA040*,BS040*,3,1986.50,10
1,0506,0507,6,1,1,2,TP2,BS93,1,1954.40,11
1,0506,0560,6,1,1,1,BA8,BS02,1,2018.50,10
2,0506,0508,6,2,3,1,BA08**,BG08**,3,2082.60,8
2,0506,0509,6,2,1,2,BA5,BG01,1,2050.60,9
2,0506,0560,6,2,1,1,BA8,BG02,1,2098.60,8
1,0507,0501,6,1,1,1,BA2,BS02,1,1986.50,10
1,0507,0501,6,1,1,1,BA1,BS01,1,1954.40,10
1,0507,0502,6,1,3,1,BA020*,BS020*,4,1986.50,10
1,0507,0561,6,1,1,2,TP3,BS93,1,1954.40,10
2,0507,0501,6,2,1,1,BA2,BG02,1,2034.50,9
2,0507,0507,6,2,1,2,TP2,BG92,1,2018.50,10
2,0507,0508,6,2,3,1,BA080*,BG080*,3,2082.60,8
2,0507,0560,6,2,1,1,BA7,BG01,1,2146.70,7
2,0507,0560,6,2,1,1,BA8,BG02,1,2098.60,8
1,0508,0502,6,1,3,1,BA020*,BS020*,4,1986.50,10
1,0508,0507,6,1,1,2,TP2,BS93,1,1954.40,11
1,0508,0560,6,1,1,1,BA7,BS01,1,2002.50,9
2,0508,0502,6,2,3,1,BA02**,BG02**,4,2066.60,8
2,0508,0502,6,2,1,2,TP1,BG92,1,2002.50,10
2,0508,0507,6,2,1,2,TP2,BG92,1,2018.50,10
2,0508,0509,6,2,1,2,BA5,BG01,1,2050.60,9
2,3023,3023,31,2,1,1,BA1,BG01,1,2114.60,5
1,0101,0101,32,1,1,2,B26,BS01,1,1970.50,10
3,0101,0105,32,3,1,2,B6,BG06,1,2098.60,9
3,0101,0111,32,3,1,2,B5,BG05,1,2082.60,9
3,0102,0104,32,3,2,3,BA261,BG281,2,2244.40,6
3,0102,0107,32,3,1,2,B4,BG04,1,2050.60,9
3,1013,1013,26,3,1,2,TP1,BG55,2,2194.70,6
1,A310,1013,26,1,1,1,BX03,BSX03,2,1794.20,11
1,A320,1013,26,1,1,2,TP1,BS55,2,1874.30,11
1,A340,1013,26,1,1,2,TP1,BS55,2,1874.30,11
1,A340,1013,26,1,1,1,BX03,BSX03,2,1794.20,11
1,C310,1001,26,1,1,2,TP1,BS55,1,1698.10,16
1,C340,1001,26,1,1,2,TP1,BS55,1,1698.10,16
1,0503,0507,27,1,3,2,BAX01,BSX01,6,1855.10,13
3,0503,0503,27,3,3,1,BAX09,BGX09,4,2233.20,6
1,0504,0504,27,1,1,2,BAX02,BSX02,5,1845.50,13
2,0504,0507,27,2,3,2,BAX04,BGX04,6,2161.10,7
1,0507,0503,27,1,3,1,BAX03,BSX03,4,2098.60,8
2,0507,0505,27,2,1,2,TP2,BG60,1,2002.50,9
3,0507,0507,27,3,3,2,BAX07,BGX07,6,2204.40,6
1,0701,0701,27,1,1,2,TP1,BS01,1,1890.40,13
2,0707,0701,27,2,1,2,TP1,BG14,1,2002.50,10
2,0707,0704,27,2,1,1,TP2,BG16,1,1746.20,12
1,0708,0701,27,1,1,2,TP1,BS01,1,1890.40,13
2,0709,0704,27,2,1,1,TP2,BG16,1,1746.20,12
3,0709,0704,27,3,1,1,TP2,BG15,1,2178.70,6
3,0759,0701,27,3,1,2,TP1,BG13,1,2146.70,7
1,1023,1023,27,1,1,2,TP1,BS55,1,1874.30,10
1,1087,1087,27,1,1,2,TP1,BS55,1,2098.60,8
2,4033,4033,27,2,1,2,TP1,BG55,1,2178.70,6
1,4037,4037,27,1,1,2,TP1,BS55,1,2146.70,7
1,4050,4050,27,1,1,1,BA1,BS01,1,1938.40,9
2,A320,1016,27,2,1,2,TP1,BG55,1,2242.80,6
