LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,VISUAL_CLASS
1,A353,1253,6,1,1,1,BA*,BS**,1,267
2,A353,1253,6,2,1,1,BA*,BG**,1,304
1,A361,1253,6,1,1,2,TP1,BS92,1,265
2,A362,1253,6,2,1,1,BA*,BG**,1,304
1,A363,1253,6,1,1,1,BA*,BS**,1,267
2,A412,3021,6,2,1,2,BA*,BG**,1,307
1,A421,3021,6,1,1,1,BA*,BS**,1,215
2,A421,3021,6,2,1,2,BA*,BG**,1,307
1,A430,3021,6,1,1,2,BA*,BS**,1,215
1,A805,A806,6,1,1,1,B6,BS06,1,204
1,A806,A806,6,1,3,2,BA263,BS263,1,204
2,A806,A806,6,2,1,1,B10,BG10,1,304
1,B410,7455,6,1,1,2,BA6,BS06,1,117
1,B410,7455,6,1,1,1,BA1,BS01,1,117
1,B420,7455,6,1,1,1,BA1,BS01,1,117
2,B430,7455,6,2,1,2,BA6,BG06,1,308
2,B442,7455,6,2,1,1,BA*,BG**,1,308
3,561,563,12,3,1,2,TP3,BG59,1,303
1,502,509,13,1,3,2,BA501,BS304,2,215
1,503,509,13,1,3,2,BA705,BS305,2,215
2,503,507,13,2,1,1,BA*,BG**,1,265
1,505,509,13,1,3,2,BA501,BS304,2,215
2,507,507,13,2,1,1,BA*,BG**,1,265
1,508,509,13,1,3,2,BA705,BS305,2,215
2,508,507,13,2,1,1,BA*,BG**,1,265
1,560,507,13,1,1,1,BA*,BS**,1,215
1,561,507,13,1,1,1,BA*,BS**,1,215
1,562,509,13,1,3,2,BA705,BS305,2,215
2,562,509,13,2,1,2,BA*,BG**,1,265
2,564,565,13,2,1,2,BA*,BG**,1,265
1,565,507,13,1,1,1,BA*,BS**,1,215
1,566,509,13,1,3,2,BA705,BS305,2,215
1,3011,3011,13,1,1,1,BA*,BS**,1,214
1,3016,3016,13,1,1,2,BA*,BS**,1,214
1,3018,3018,13,1,1,2,BA*,BS**,1,216
1,4113,4113,13,1,1,2,TP1,BS55,1,204
1,4118,4118,13,1,1,2,BA*,BS**,1,216
1,4118,4118,13,1,1,1,BA*,BS**,1,216
2,1008,1008,15,2,1,2,TP1,BG93,1,308
4,1008,1008,15,4,1,2,TP1,BG91,1,303
1,1001,1001,16,1,1,2,TP1,BS92,1,254
3,3023,3023,16,3,1,2,BA*,BG**,1,308
2,B320,1021,16,2,1,1,BA*,BG**,1,304
1,B330,1021,16,1,1,2,TP1,BS92,1,253
1,B350,1021,16,1,1,1,BA*,BS**,1,255
1,C350,1010,16,1,1,1,BA*,BS**,1,211
1,5151,5151,17,1,1,1,BX01,BSX01,3,204
1,B320,1002,17,1,1,1,BX01,BSX01,1,217
1,B340,1002,17,1,1,1,BX01,BSX01,1,217
1,3003,3003,18,1,1,1,BX01,BSX01,1,216
2,A901,A903,18,2,1,1,A01A03,BG01A03,1,308
1,A902,A902,18,1,1,2,A02A02,BS02A02,1,206
1,A902,A902,18,1,1,1,A01A02,BS01A02,1,206
1,A902,A959,18,1,1,2,A02A59,BS02A59,1,206
1,A902,A960,18,1,1,1,A01A60,BS01A60,1,206
2,A902,A902,18,2,1,1,A01A02,BG01A02,1,308
1,A960,A901,18,1,1,1,A01A01,BS01A01,1,206
1,A960,A902,18,1,1,2,A02A02,BS02A02,1,206
2,A960,A959,18,2,1,1,A01A59,BG01A59,1,308
1,A430,3055,19,1,1,1,BA1,BS01,1,216
2,B430,3009,19,2,1,1,BX01,BGX01,1,310
1,103,103,20,1,1,3,A35,TS85,1,214
1,103,103,20,1,1,3,A36,TS88,1,214
1,103,109,20,1,1,2,B4,BS02,1,214
1,103,112,20,1,1,3,A26,TS61,1,214
2,106,109,20,3,2,1,BAX03,BGX03,3,307
2,106,109,20,3,2,1,BA313,BG303,3,307
3,106,105,20,4,1,2,B15,BG04,1,280
3,106,108,20,3,1,2,B14,BG03,1,280
1,107,103,20,1,1,3,A35,TS85,1,214
1,107,109,20,1,1,3,A19,TS45,1,214
4,109,109,20,4,2,2,BA315,BG304,3,308
1,112,103,20,1,1,2,B7,BS06,1,216
1,112,107,20,1,1,3,A14,TS35,1,214
1,112,109,20,1,1,3,A19,TS45,1,214
1,112,112,20,1,1,3,A25,TS59,1,216
2,112,159,20,2,2,2,BAX15,BGX15,2,309
3,501,506,23,3,1,2,TP1,BG55,1,302
2,502,504,23,2,3,1,BAX03,BGX03,3,308
2,502,507,23,2,3,2,BA303,BG305,3,308
3,502,503,23,3,3,2,BAX01,BGX01,3,308
1,503,506,23,1,1,2,A2,JS03,1,215
1,504,506,23,1,1,2,TP1,BS55,1,203
3,504,503,23,3,3,2,BAX01,BGX01,3,308
1,506,502,23,1,1,2,A1,JS01,1,215
2,506,506,23,2,1,2,TP1,BG56,1,308
3,506,504,23,3,3,1,BAX02,BGX02,3,308
1,507,504,23,1,3,2,BA302,BS302,3,205
3,507,504,23,3,3,1,BAX02,BGX02,3,308
1,508,506,23,1,1,2,A2,JS02,1,215
3,508,559,23,3,1,2,TP2,BG57,1,302
2,559,559,23,2,1,2,TP2,BG58,1,308
3,1009,1009,23,3,1,2,TP1,BG55,1,304
1,1026,1026,23,1,1,2,TP1,BS55,1,215
1,1028,1028,23,1,1,2,TP1,BS55,1,203
1,3014,3014,23,1,1,1,BX03,BSX03,1,204
2,C330,4154,12,2,1,2,TP1,BG55,2,310
1,B340,1002,29,1,1,1,BX02,BSX02,1,267
1,113,122,30,1,1,2,B12,BS12,1,204
1,114,119,30,1,1,2,B5,BS05,1,214
1,115,113,30,1,1,2,B7,BS07,1,214
1,115,124,30,1,1,2,B10,BS10,1,214
1,116,116,30,1,1,2,B2,BS02,1,214
1,117,113,30,1,1,2,B1,BS01,1,261
1,118,122,30,1,1,2,B6,BS06,1,214
2,118,121,30,2,1,2,B15,BG15,1,304
2,119,113,30,2,1,2,B13,BG13,1,304
2,119,121,30,2,1,2,B15,BG15,1,304
1,120,116,30,1,1,2,B2,BS02,1,214
1,120,119,30,1,1,2,B11,BS11,1,214
1,120,122,30,1,1,2,B6,BS06,1,214
1,122,116,30,1,1,2,B2,BS02,1,214
1,122,117,30,1,1,2,B9,BS09,1,214
1,123,116,30,1,1,2,B8,BS08,1,214
1,123,116,30,1,1,2,B2,BS02,1,214
1,123,117,30,1,1,2,B3,BS03,1,214
1,123,124,30,1,1,2,B10,BS10,1,214
1,124,116,30,1,1,2,B8,BS08,1,214
1,124,117,30,1,1,2,B3,BS03,1,214
1,502,502,30,1,1,2,BA*,BS*2,1,267
3,503,502,30,3,1,2,BA*,BG*2,1,261
1,505,506,30,1,3,2,BA262,BS262,3,216
1,505,508,30,1,3,2,BA272,BS272,3,216
1,506,506,30,1,1,1,BA*,BS*1,1,267
2,506,7066,30,2,1,2,TP1,BG92,1,255
2,506,7066,30,2,1,1,BA*,BG**,1,255
1,507,7066,30,1,1,1,BA*,BS**,1,119
3,507,506,30,3,1,1,BA*,BG*1,1,261
1,508,7066,30,1,1,1,BA*,BS**,1,119
2,508,506,30,2,3,2,BA262,BG262,3,302
1,509,506,30,1,1,1,BA*,BS*1,1,267
2,509,7066,30,2,1,2,TP1,BG92,1,255
1,560,504,30,1,3,2,BA268,BS268,3,216
2,560,504,30,2,3,2,BA268,BG268,3,304
2,561,504,30,2,3,2,BA268,BG268,3,304
2,561,7066,30,2,1,2,TP1,BG92,1,255
2,561,7066,30,2,1,1,BA*,BG**,1,255
3,561,7066,30,3,1,2,TP1,BG91,1,261
1,901,903,30,1,1,1,B01A03,BS01A03,1,255
2,901,903,30,2,1,1,B01A03,BG01A03,1,304
2,902,903,30,2,1,1,B01A03,BG01A03,1,304
1,3018,3018,31,1,1,2,TP1,BS55,1,202
1,6702,6702,31,1,1,1,BX01,BSX01,1,214
1,B410,3023,31,1,1,1,BX02,BSX02,1,202
2,B410,3023,31,2,1,2,TP1,BG55,1,302
1,101,101,32,1,1,2,B26,BS01,1,214
3,101,109,32,3,1,2,B3,BG03,1,261
3,101,110,32,3,2,3,BA263,BG283,1,308
4,101,109,32,4,2,3,BA265,BG265,2,308
3,102,106,32,3,2,3,BA262,BG282,1,308
4,102,101,32,4,1,2,B7,BG21,1,304
4,102,102,32,4,1,2,B9,BG23,1,304
4,102,109,32,4,2,3,BA265,BG265,2,308
3,104,109,32,3,1,2,B3,BG03,1,261
1,105,105,32,1,1,2,B31,BS06,1,143
3,105,111,32,3,1,2,B5,BG05,1,261
1,106,107,32,1,1,2,B29,BS04,1,216
4,106,102,32,4,1,2,B9,BG23,1,304
1,505,506,29,1,1,1,A2,BS02,1,100
2,505,506,29,2,3,2,BAX01,BGX01,2,303
2,505,509,29,2,3,2,BAX02,BGX02,2,303
1,506,506,29,1,3,2,BAX04,BSX04,2,266
1,506,506,29,1,3,1,BAX06,BSX06,2,267
1,506,508,29,1,1,2,BAX18,BSX18,1,112
2,506,506,29,2,3,2,BAX01,BGX01,2,303
1,507,502,29,1,1,1,BX02,BSX02,1,112
1,507,506,29,1,3,1,BAX06,BSX06,2,267
1,507,508,29,1,1,2,A3,BS03,1,100
1,509,506,29,1,1,1,BAX16,BSX16,1,112
2,760,709,29,2,1,1,TP3,BG57,1,303
1,1010,1010,29,1,1,1,BX02,BSX02,1,217
1,4069,4069,29,1,1,2,BX04,BSX04,1,202
1,6067,6067,29,1,1,1,BX02,BSX02,1,217
2,7054,7054,29,2,1,1,BX01,BGX01,1,303
1,707,709,27,1,1,2,TP3,BS03,1,216
1,708,701,27,1,1,2,TP1,BS01,1,216
2,708,709,27,2,1,2,TP3,BG18,1,306
3,708,701,27,3,1,2,TP1,BG13,1,302
2,709,709,27,2,1,2,TP3,BG18,1,306
3,709,709,27,3,1,2,TP3,BG17,1,302
3,759,709,27,3,1,2,TP3,BG17,1,302
2,1018,1018,27,2,1,1,BX01,BGX01,1,302
1,1019,1019,27,1,1,2,TP1,BS55,1,204
2,1019,1019,27,2,1,1,BA1,BG01,1,302
3,1023,1023,27,3,1,1,BX02,BGX02,1,302
1,4034,4034,27,1,1,2,TP1,BS55,1,204
2,4037,4037,27,2,1,2,TP1,BG55,1,302
1,4055,4055,27,1,1,2,TP1,BS55,1,210
2,6251,6251,27,2,1,2,TP1,BG55,1,302
2,A330,1016,27,2,1,2,TP1,BG55,1,302
2,A340,1016,27,2,1,2,TP1,BG55,1,302
1,B340,6251,27,1,1,1,BX02,BSX02,1,204
2,B340,6251,27,2,1,1,BX01,BGX01,1,302
2,B350,6251,27,2,1,2,TP1,BG55,1,302
1,C320,1028,27,1,1,1,BX01,BSX01,1,204
2,D320,1019,27,2,1,2,TP1,BG55,1,302
1,D340,1019,27,1,1,1,BA1,BS01,1,204
1,3082,3082,28,1,1,1,BA*,BS**,1,202
1,3083,3083,28,1,1,1,BA*,BS**,1,202
1,3087,3087,28,1,1,1,BA*,BS**,1,202
1,5805,5805,28,1,1,1,BA*,BS**,1,202
1,A320,1802,28,1,1,2,TP1,BS55,1,204
1,A330,1802,28,1,1,2,TP1,BS55,1,204
2,A350,1802,28,2,1,2,TP1,BG55,1,310
1,501,506,29,1,3,2,BAX04,BSX04,2,266
1,501,506,29,1,1,1,A2,BS02,1,100
1,502,508,29,1,1,2,A3,BS03,1,100
2,1001,1001,26,2,1,1,BX01,BGX01,1,302
1,1013,1013,26,1,1,2,TP1,BS55,2,203
3,1013,1013,26,3,1,2,TP1,BG55,2,302
1,5363,5363,26,1,1,2,TP1,BS55,1,204
2,A310,1013,26,2,1,2,TP1,BG56,2,306
1,A340,1013,26,1,1,2,TP1,BS55,2,203
2,A340,1013,26,2,1,2,TP1,BG56,2,306
2,A340,1013,26,2,1,1,BX01,BGX01,2,306
3,A340,1013,26,3,1,1,BX02,BGX02,2,302
3,A350,1013,26,3,1,1,BX02,BGX02,2,302
1,C310,1001,26,1,1,2,TP1,BS55,1,202
2,C310,1001,26,2,1,1,BX01,BGX01,1,302
1,C330,1001,26,1,1,1,BX02,BSX02,1,202
2,C330,1001,26,2,1,1,BX01,BGX01,1,302
2,504,503,27,2,3,1,BAX06,BGX06,4,307
3,504,504,27,3,1,2,BAX08,BGX08,5,308
3,504,507,27,3,3,2,BAX07,BGX07,6,308
3,507,508,27,3,1,1,TP1,BG61,1,306
4,106,109,32,4,1,2,B8,BG22,1,304
1,107,106,32,1,1,2,B27,BS02,1,114
3,107,104,32,3,2,3,BA261,BG281,2,308
3,107,110,32,3,2,3,BA263,BG283,1,308
3,108,111,32,3,1,2,B5,BG05,1,261
3,110,104,32,3,2,3,BA261,BG281,2,308
3,110,106,32,3,2,3,BA262,BG282,1,308
3,111,101,32,3,1,2,B1,BG01,1,261
3,111,104,32,3,2,3,BA261,BG281,2,308
3,112,109,32,3,1,2,B3,BG03,1,261
1,201,201,32,1,1,2,B30,BS02,1,215
4,201,204,32,4,1,2,B10,BG23,1,304
4,201,210,32,4,1,2,B11,BG24,1,304
1,259,205,32,1,1,1,B29,BS01,1,213
2,7000,7000,32,2,1,2,TP1,BG92,1,261
3,A310,1021,32,3,1,2,TP1,BG91,1,308
3,A330,1021,32,3,1,1,BA*,BG**,1,308
2,A350,1021,32,2,1,1,BA*,BG**,1,308
1,A430,3010,32,1,1,2,BA*,BS**,1,265
2,A430,3010,32,2,1,1,BA*,BG**,1,302
1,A453,3010,32,1,1,2,BA*,BS**,1,265
1,A454,3010,32,1,1,1,BA*,BS**,1,265
2,A454,3010,32,2,1,2,BA*,BG**,1,302
2,A456,3010,32,2,1,2,BA*,BG**,1,302
1,A459,3010,32,1,1,1,BA*,BS**,1,265
2,A460,3010,32,2,1,1,BA*,BG**,1,302
1,A461,3010,32,1,1,1,BA*,BS**,1,265
2,A463,3010,32,2,1,1,BA*,BG**,1,302
2,B310,7000,32,2,1,1,BA*,BG**,1,261
1,C310,2027,32,1,1,2,TP1,BS93,1,147
1,C310,2027,32,1,1,1,BA*,BS**,1,265
1,C320,2027,32,1,1,1,BA*,BS**,1,265
2,C330,2027,32,2,1,2,TP1,BG92,1,255
1,1001,1001,33,1,1,1,BX03,BSX03,1,214
3,1001,1001,33,3,1,1,BX01,BGX01,1,302
1,501,502,34,1,1,2,BA4,BS01,1,214
3,501,507,34,3,3,1,BAX01,BGX01,2,308
3,501,508,34,4,3,1,BAX03,BGX03,2,308
1,502,502,34,1,3,2,BA320,BS310,4,214
2,502,502,34,2,1,2,BA5,BG02,1,308
1,503,502,34,1,3,2,BA320,BS310,4,214
3,503,502,34,2,1,2,BA5,BG02,1,308
1,504,560,34,1,1,2,BA1,BS03,1,215
4,505,502,34,3,3,1,BAX05,BGX05,4,308
1,507,502,34,1,1,2,BA4,BS01,1,214
3,507,508,34,4,3,1,BAX03,BGX03,2,308
1,508,503,34,1,1,2,TP2,BS56,1,214
3,508,502,34,2,1,2,BA5,BG02,1,308
3,508,502,34,2,3,1,BAX08,BGX08,4,306
4,508,508,34,4,3,1,BAX03,BGX03,2,308
4,509,507,34,3,3,1,BAX01,BGX01,2,308
2,559,505,34,2,1,2,TP1,BG55,1,303
1,560,503,34,1,1,2,TP2,BS56,1,214
2,560,502,34,2,1,2,BA5,BG02,1,308
3,560,507,34,3,3,1,BAX01,BGX01,2,308
2,801,801,34,2,1,2,B3,BG01,1,303
2,802,860,34,2,1,1,B4,BG02,1,303
2,859,801,34,2,1,2,B3,BG01,1,303
1,901,901,34,1,1,2,A02A01,BS02A01,1,205
1,901,960,34,1,1,2,A02A60,BS02A60,1,214
1,901,960,34,1,1,1,A01A60,BS01A60,1,214
1,901,961,34,1,1,2,A02A61,BS02A61,1,214
2,901,903,34,3,1,1,A01A03,BG01A03,1,308
2,901,961,34,2,1,2,A02A61,BG04A61,1,308
2,901,962,34,2,1,2,A02A62,BG04A62,1,308
2,901,962,34,2,1,1,A01A62,BG03A62,1,308
3,901,903,34,2,1,1,A01A03,BG03A03,1,308
3,901,903,34,3,1,2,A02A03,BG02A03,1,308
3,901,1011,34,3,1,2,TP1,BG55,1,308
1,902,902,34,1,1,1,A01A02,BS01A02,1,214
1,902,961,34,1,1,1,A01A61,BS01A61,1,214
2,902,902,34,2,1,1,A01A02,BG03A02,1,308
2,902,1011,34,2,1,2,TP1,BG56,1,308
3,902,902,34,2,1,2,A02A02,BG04A02,1,308
3,902,902,34,3,1,2,A02A02,BG02A02,1,308
3,902,903,34,2,1,2,A02A03,BG04A03,1,308
1,903,901,34,1,1,2,A02A01,BS02A01,1,205
1,903,902,34,1,1,2,A02A02,BS02A02,1,214
1,903,902,34,1,1,1,A01A02,BS01A02,1,214
1,903,960,34,1,1,1,A01A60,BS01A60,1,214
2,903,962,34,2,1,1,A01A62,BG03A62,1,308
3,903,961,34,2,1,1,A01A61,BG03A61,1,308
3,903,962,34,2,1,2,A02A62,BG04A62,1,308
1,960,1011,34,1,1,2,TP1,BS55,1,204
3,960,960,34,3,1,2,A02A60,BG02A60,1,310
3,960,1011,34,3,1,1,BX01,BGX01,1,308
1,961,961,34,1,1,2,A02A61,BS02A61,1,214
2,961,901,34,2,1,2,A02A01,BG04A01,1,308
2,961,902,34,3,1,2,A02A02,BG02A02,1,308
3,961,901,34,2,1,2,A02A01,BG04A01,1,308
3,961,902,34,3,1,1,A01A02,BG01A02,1,308
3,961,903,34,2,1,2,A02A03,BG04A03,1,308
3,961,903,34,3,1,2,A02A03,BG02A03,1,308
3,961,903,34,3,1,1,A01A03,BG01A03,1,308
3,961,962,34,2,1,1,A01A62,BG03A62,1,308
3,962,901,34,3,1,2,A02A01,BG02A01,1,308
3,962,961,34,2,1,1,A01A61,BG03A61,1,308
3,962,1011,34,3,1,2,TP1,BG55,1,308
3,1003,1003,34,3,1,2,TP1,BG55,1,308
1,1031,1031,34,1,1,2,TP1,BS55,1,204
1,1033,1033,34,1,1,2,TP1,BS55,1,267
1,504,501,35,1,4,1,BA501,BS301,7,216
1,505,503,35,1,4,1,BA303,BS306,2,216
1,505,506,35,1,4,1,BA502,BS302,3,216
1,506,503,35,1,4,1,BA303,BS306,2,216
1,506,504,35,1,4,1,BAX01,BSX01,3,216
1,507,501,35,1,4,1,BA501,BS301,7,216
1,507,503,35,1,4,1,BA303,BS306,2,216
1,508,508,35,1,4,1,BA505,BS308,3,217
2,508,506,35,2,4,1,BA502,BG302,3,307
1,509,508,35,1,4,1,BA505,BS308,3,217
1,801,801,35,1,4,2,BA501,BS303,1,216
2,801,801,35,2,4,2,BAX02,BGX01,1,308
2,1002,1002,35,2,1,2,TP1,BG55,1,308
1,2006,2006,35,1,1,1,BA*,BS**,1,214
2,2007,2007,35,2,1,1,BA*,BS**,1,309
2,3010,3010,35,2,1,1,BA*,BG**,1,308
2,1011,1011,36,2,1,2,TP1,BG55,1,304
1,4017,4017,36,1,1,1,BX03,BSX03,1,265
1,A310,1643,36,1,1,2,TP1,BS55,1,211
1,A320,1643,36,1,1,2,TP1,BS55,1,211
1,A330,1643,36,1,1,1,BX02,BSX02,1,215
1,A331,1643,36,1,1,1,BX02,BSX02,1,215
1,B320,1644,36,1,1,1,BX02,BSX02,1,211
1,B340,1644,36,1,1,1,BX02,BSX02,1,211
2,B352,1644,36,2,1,1,BX01,BGX01,1,308
2,801,802,37,2,1,2,B5,BG02,1,303
1,859,802,37,1,1,3,A4,JS07,1,204
1,859,859,37,1,1,3,A9,JS17,1,214
2,859,802,37,2,1,2,B5,BG02,1,303
1,1028,1028,37,1,1,2,TP1,BS55,1,306
1,1817,1817,37,1,1,1,BX02,BSX02,1,306
1,5037,5037,37,1,1,1,BX01,BSX01,1,215
2,2001,2001,38,2,1,1,BX01,BGX01,1,302
1,5010,5010,39,1,1,1,BX02,BSX02,2,217
1,A412,4018,39,1,1,2,BX02,BSX02,1,261
1,A430,4018,39,1,1,2,BX02,BSX02,1,261
1,B410,3801,39,1,1,2,BX01,BSX01,1,267
1,B411,3801,39,1,1,2,BX01,BSX01,1,267
1,B412,3801,39,1,1,2,BX01,BSX01,1,267
1,113,120,40,1,1,2,B5,BS05,1,216
1,113,124,40,1,1,3,A18,TS36,1,102
3,113,120,40,3,2,2,B9,BG03,1,303
1,114,114,40,1,1,2,B1,BS01,1,216
1,114,124,40,1,1,3,A18,TS36,1,102
1,115,116,40,1,1,2,B2,BS02,1,216
1,115,119,40,1,1,3,A10,TS19,1,145
1,115,121,40,1,1,3,A14,TS27,1,216
1,B361,1017,49,1,1,2,TP1,BS93,2,267
3,B361,1017,49,3,1,2,TP1,BG91,2,257
1,C330,1006,49,1,1,1,BA*,BS**,1,267
2,C331,1006,49,2,1,2,TP1,BG91,1,267
2,C352,1006,49,2,1,2,TP1,BG91,1,267
2,C410,7082,49,2,1,2,BA4,BG06,1,308
2,C410,7082,49,2,1,1,BA1,BG02,1,308
1,C431,7082,49,1,1,2,BA4,BS03,1,267
2,C431,7082,49,2,1,1,BA1,BG02,1,308
1,C440,7082,49,1,1,2,BA4,BS03,1,267
3,C441,7082,49,3,1,2,BA4,BG05,1,304
3,C441,7082,49,3,1,1,BA1,BG01,1,304
1,C443,7082,49,1,1,2,BA4,BS03,1,267
1,C443,7082,49,1,1,1,BA1,BS01,1,267
2,C445,7082,49,2,1,2,BA4,BG06,1,308
3,C445,7082,49,3,1,2,BA4,BG05,1,304
1,C446,7082,49,1,1,1,BA1,BS01,1,267
3,C446,7082,49,3,1,1,BA1,BG01,1,304
3,C447,7082,49,3,1,1,BA1,BG01,1,304
3,C450,7082,49,3,1,2,BA4,BG05,1,304
2,C452,7082,49,2,1,1,BA1,BG02,1,308
2,C455,7082,49,2,1,1,BA1,BG02,1,308
3,C455,7082,49,3,1,2,BA4,BG05,1,304
1,C456,7082,49,1,1,1,BA1,BS01,1,267
2,C456,7082,49,2,1,2,BA4,BG06,1,308
3,C456,7082,49,3,1,2,BA4,BG05,1,304
3,C456,7082,49,3,1,1,BA1,BG01,1,304
1,D430,7086,49,1,1,2,TP1,BS91,1,267
1,D443,7086,49,1,1,2,TP1,BS91,1,267
3,D445,7086,49,3,1,2,TP1,BG93,1,304
1,D446,7086,49,1,1,2,TP1,BS91,1,267
3,D446,7086,49,3,1,2,TP1,BG93,1,304
5,D448,7086,49,5,1,2,TP1,BG92,1,308
3,D449,7086,49,3,1,2,TP1,BG93,1,304
6,D452,7086,49,6,1,2,TP1,BG91,1,308
6,D454,7086,49,6,1,2,TP1,BG91,1,308
1,D461,7086,49,1,1,2,TP1,BS91,1,267
1,E410,7085,49,1,1,1,TP1,BS91,1,265
2,E410,7085,49,2,1,1,TP1,BG92,1,308
3,E441,7085,49,3,1,1,TP1,BG91,1,304
3,E445,7085,49,3,1,1,TP1,BG91,1,304
1,E454,7085,49,1,1,1,TP1,BS91,1,265
1,E459,7085,49,1,1,1,TP1,BS91,1,265
3,E460,7085,49,3,1,1,TP1,BG91,1,304
1,1681,1681,50,1,1,1,BX03,BSX03,1,215
1,1682,1682,50,1,1,2,BX06,BSX06,1,215
2,1683,1683,50,2,1,2,TP1,BG56,1,306
3,1683,1683,50,3,1,1,BX01,BGX01,1,308
1,1423,1423,51,1,1,1,BX02,BSX02,2,217
1,120,117,48,1,1,2,B8,BS08,1,204
1,5310,5310,48,1,1,1,BA*,BS**,1,145
2,6160,6160,48,2,1,1,BA*,BG**,1,309
1,6179,6179,48,1,1,1,BA*,BS**,1,216
1,A320,1094,48,1,1,1,BA*,BS**,1,217
1,A807,A807,48,1,8,2,BAX02,BSX02,1,217
2,A807,A808,48,2,2,2,B5,BG02,1,303
1,C430,3589,48,1,1,2,BA*,BS**,1,214
2,D320,2172,48,2,1,1,BA*,BG**,1,309
1,D350,2172,48,1,1,2,TP1,BS55,1,114
2,E410,4142,48,2,1,1,BA*,BG**,1,309
1,G320,1169,48,1,1,1,BA*,BS**,1,202
2,I310,3559,48,2,1,2,BA*,BG**,1,308
2,I320,3559,48,2,1,1,BA*,BG**,1,308
2,I330,3559,48,2,1,1,BA*,BG**,1,308
1,J330,1122,48,1,1,2,TP1,BS55,1,216
1,J330,1122,48,1,1,1,BA*,BS**,1,204
2,J330,1122,48,2,1,1,BA*,BG**,1,309
1,J340,1122,48,1,1,2,TP1,BS55,1,216
2,J340,1122,48,2,1,1,BA*,BG**,1,309
3,J350,1122,48,3,1,2,TP1,BG55,1,308
1,J351,1122,48,1,1,1,BA*,BS**,1,204
2,J351,1122,48,2,1,2,TP1,BG56,1,309
1,L330,3769,48,1,1,1,BA*,BS**,1,215
1,M330,3749,48,1,1,1,BA*,BS**,1,216
3,M340,3749,48,3,1,2,TP1,BG55,1,215
3,M340,3749,48,3,1,1,BA*,BG**,1,215
1,N310,3739,48,1,1,1,BA*,BS**,1,202
1,N320,3739,48,1,1,1,BA*,BS**,1,202
2,804,804,49,2,1,2,B6,BS06,1,217
1,1001,1001,49,1,1,2,TP1,BS92,1,214
1,1001,1001,49,1,1,1,BA*,BS**,1,214
2,1004,1004,49,2,1,2,TP1,BG91,1,265
1,1007,1007,49,1,1,1,BA*,BS**,1,265
2,1007,1007,49,2,1,1,BA*,BG**,1,265
3,1017,1017,49,3,1,2,TP1,BG91,2,257
2,3011,3011,49,2,1,1,BA*,BG**,1,265
1,7082,7082,49,1,1,2,BA4,BS03,1,267
2,7082,7082,49,2,1,1,BA1,BG02,1,308
1,7083,7083,49,1,1,1,BA*,BS**,1,267
2,7083,7083,49,2,1,2,BA*,BG**,1,308
1,A310,1004,49,1,1,2,TP1,BS92,1,215
2,A310,1004,49,2,1,2,TP1,BG91,1,265
2,A310,1004,49,2,1,1,BA*,BG**,1,265
1,A330,1004,49,1,1,1,BA*,BS**,1,215
1,A350,1004,49,1,1,1,BA*,BS**,1,215
2,A350,1004,49,2,1,2,TP1,BG91,1,265
2,A351,1004,49,2,1,1,BA*,BG**,1,265
1,A352,1004,49,1,1,1,BA*,BS**,1,215
3,B310,1017,49,3,1,2,TP1,BG91,2,257
3,B330,1017,49,3,1,1,BA*,BG**,2,263
2,B331,1017,49,2,1,2,TP1,BG92,2,215
1,116,121,40,1,1,3,A13,TS25,1,113
1,116,123,40,1,1,2,B6,BS06,1,216
1,116,124,40,1,1,3,A16,TS31,1,102
1,117,113,40,1,1,3,A9,TS17,1,145
1,117,116,40,1,1,2,B2,BS02,1,216
1,117,124,40,1,1,3,A16,TS31,1,102
1,118,119,40,1,1,3,A12,TS23,1,113
1,118,121,40,1,1,3,A14,TS27,1,216
1,118,124,40,1,1,3,A18,TS35,1,102
1,119,113,40,1,1,3,A8,TS15,1,102
1,119,114,40,1,1,2,B1,BS01,1,216
1,120,118,40,1,1,3,A3,TS05,1,113
1,121,118,40,1,1,3,A2,TS03,1,102
1,122,114,40,1,1,2,B1,BS01,1,216
1,123,113,40,1,1,3,A8,TS15,1,102
1,123,116,40,1,1,2,B2,BS02,1,216
1,124,114,40,1,1,2,B1,BS01,1,216
1,124,119,40,1,1,3,A12,TS23,1,113
1,124,121,40,1,1,3,A15,TS29,1,102
1,160,113,40,1,1,3,A8,TS15,1,102
1,160,114,40,1,1,2,B1,BS01,1,216
1,160,119,40,1,1,3,A10,TS19,1,145
1,503,502,40,1,1,1,BA3,BS03,1,216
1,4165,4165,40,1,1,2,BA*,BS*,1,214
1,4165,4165,40,1,1,1,BA*,BS**,1,214
1,5008,5008,41,1,1,1,BA*,BS**,1,256
1,7019,7019,41,1,1,1,BA*,BS**,1,267
3,120,114,48,3,1,2,B15,BG15,1,303
2,160,121,48,2,6,1,BAX02,BGX02,2,308
1,161,117,48,1,1,2,B8,BS08,1,204
1,161,164,48,1,1,2,B6,BS06,1,204
1,162,113,48,1,1,2,B7,BS07,1,204
2,162,114,48,2,6,1,BAX01,BGX01,2,308
2,162,120,48,2,6,1,BAX03,BGX03,3,308
